,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,1,1,0,100%,2,2,10,6,178,5.71,11.3,363,85.7%,14.3%,18.3%
Lee Sin,1,1,0,100%,3,2,7,5,164,5.58,11,373,62.5%,18.8%,18.9%
Rek'Sai,1,1,0,100%,6,1,4,10,142,5.88,10.1,420,58.8%,35.3%,20.1%
