,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Morgana,2,1,1,50%,0.5,2.5,12.5,5.2,22,0.64,8.1,235,92.9%,3.6%,13.9%
Braum,1,0,1,0%,0,4,13,3.25,57,1.97,7.3,253,81.3%,0%,14.9%
Galio,1,0,1,0%,0,5,0,0,51,1.93,5.5,207,0%,0%,14%
