,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,3,1,2,33.3%,2.33,2.33,4.67,3,267,9.15,12.2,417,65.6%,21.9%,23.5%
Senna,2,2,0,100%,5.5,1.5,8,9,308.5,8.4,16.8,459,75%,30.6%,24.6%
Ashe,2,1,1,50%,4.5,3.5,7.5,3.43,346.5,9.3,16.7,447,75%,28.1%,25.2%
Aphelios,1,1,0,100%,6,0,2,8,229,9.9,12.1,521,57.1%,42.9%,24.1%
Kalista,1,0,1,0%,0,4,1,0.25,289,9.61,10.8,358,25%,0%,21.7%
