,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Tahm Kench,3,2,1,66.7%,1.67,4.33,8.67,2.38,30.67,0.87,8.4,239,62%,10%,13.1%
Taric,2,1,1,50%,0,2,5,2.5,30.5,1.15,6.1,231,55.6%,0%,12.3%
Karma,1,1,0,100%,1,1,8,9,11,0.4,6.9,253,100%,11.1%,13.2%
Sett,1,1,0,100%,2,5,9,2.2,40,0.88,10.4,229,52.4%,9.5%,12.5%
Leona,1,0,1,0%,0,5,7,1.4,29,1,5.9,204,63.6%,0%,12.1%
Rakan,1,0,1,0%,2,5,4,1.2,23,0.83,6.1,220,66.7%,22.2%,12.8%
