,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,1,1,0,100%,5,7,7,1.71,208,5.59,13.1,353,60%,25%,18.4%
Fiora,1,1,0,100%,5,3,1,2,173,7.4,10.1,434,27.3%,22.7%,20.5%
Ornn,1,1,0,100%,5,1,11,16,218,7.67,12.2,429,72.7%,22.7%,21.6%
