,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Corki,1,1,0,100%,6,0,3,9,371,10.72,17.2,498,81.8%,54.5%,25.9%
Azir,1,0,1,0%,4,4,5,2.25,431,7.82,20.6,374,75%,33.3%,21.1%
Karma,1,0,1,0%,0,3,3,1,239,7.25,10.6,320,60%,0%,20.1%
Sylas,1,0,1,0%,2,4,2,1,275,8.84,10.9,352,80%,40%,23.3%
