,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Miss Fortune,1,0,1,0%,2,5,2,0.8,239,8.38,9.8,345,100%,50%,23.2%
Senna,1,0,1,0%,0,4,0,0,179,7.71,7.2,308,0%,0%,22.4%
