,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Nautilus,4,1,3,25%,0.25,3.5,6.25,1.86,34.25,1.11,6.5,211,70.3%,2.7%,13.1%
Tahm Kench,4,1,3,25%,0.25,2.5,7,2.9,31.25,0.99,6.6,208,65.9%,2.3%,12.4%
Braum,4,0,4,0%,0,3.25,8.5,2.62,32.75,0.97,6.8,203,82.9%,0%,12.4%
Leona,3,0,3,0%,1,3.33,2.67,1.1,38.33,0.98,7.9,201,50%,13.6%,12.6%
Thresh,2,1,1,50%,2.5,1.5,5.5,5.33,31.5,0.72,9.7,223,66.7%,20.8%,13.1%
Yuumi,1,0,1,0%,2,0,5,7,6,0.22,6,224,77.8%,22.2%,14.1%
