,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Thresh,1,1,0,100%,2,2,13,7.5,10,0.35,-,-,100%,13.3%,-
Braum,1,0,1,0%,0,3,9,3,50,1.3,-,-,81.8%,0%,-
