,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ornn,3,1,2,33.3%,1,2.67,6.33,2.75,182,4.89,10.9,292,68.8%,9.4%,17.3%
Skarner,2,2,0,100%,0.5,3,10,3.5,158.5,4,11.5,291,53.8%,2.6%,15.3%
Gragas,2,1,1,50%,2.5,5,6.5,1.8,139,4.3,10.1,314,72%,20%,18.7%
Sejuani,1,0,1,0%,0,4,0,0,132,3.9,8.1,239,0%,0%,15.4%
