,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Nautilus,4,2,2,50%,0.25,3.25,9.75,3.08,31.5,1.01,7.1,228,64.5%,1.6%,12.8%
Leona,2,1,1,50%,0.5,3.5,10.5,3.14,33.5,0.97,8.1,233,84.6%,3.8%,13.3%
Thresh,2,0,2,0%,1.5,2.5,1.5,1.2,28,1.1,6.3,246,46.2%,23.1%,15.2%
Lulu,1,1,0,100%,1,0,14,15,14,0.48,8.1,273,75%,5%,14%
Shen,1,0,1,0%,5,5,10,3,39,1.01,10,259,68.2%,22.7%,14.4%
Taric,1,0,1,0%,0,6,8,1.33,36,1.24,5.8,201,80%,0%,13%
