,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Alistar,1,1,0,100%,1,1,15,16,32,1.01,8,252,80%,5%,12.7%
Lux,1,1,0,100%,0,1,10,10,51,1.36,9.5,252,100%,0%,14.3%
Pantheon,1,1,0,100%,2,4,8,2.5,58,1.93,8.3,278,41.7%,8.3%,13.3%
