team,year,playoffs,game,patch,playerid,player,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
Dignitas,2020.142857142857,0.14285714285714285,1.0612244897959184,10.221020408163264,153.0612244897959,,,2027.0408163265306,0.3469387755102041,9.448979591836734,11.693877551020408,22.306122448979593,9.448979591836734,11.693877551020408,0.9591836734693877,0.1836734693877551,0.02040816326530612,0.0,0.4489795918367347,,,,0.2805938775510204,0.6313224489795918,0.42857142857142855,2.2244897959183674,2.7551020408163267,2.0833333333333335,2.6875,0.4583333333333333,0.3333333333333333,0.6875,0.6041666666666666,4.0,0.10416666666666667,0.08333333333333333,0.3877551020408163,0.7551020408163265,1.2244897959183674,0.3469387755102041,0.42857142857142855,0.9183673469387755,0.3877551020408163,4.612244897959184,7.816326530612245,0.3673469387755102,0.3469387755102041,0.6326530612244898,1.6938775510204083,56878.755102040814,1647.4444326530615,,2598.201189795919,2453.2065306122445,101.12244897959184,2.976234693877551,47.63265306122449,1.368908163265306,43.06122448979592,240.6734693877551,7.014367346938776,56510.87755102041,34457.102040816324,1015.6249081632656,,53211.73469387755,-0.034713999999999995,,867.9183673469388,214.6122448979592,148.6734693877551,15.73469387755102,32.05908163265306,15334.65306122449,18289.938775510203,321.18367346938777,15600.224489795919,18535.69387755102,330.2857142857143,-265.57142857142856,-245.75510204081633,-9.10204081632653,1.3061224489795917,2.020408163265306,1.4081632653061225,1.3877551020408163,2.693877551020408,1.3061224489795917,24043.408163265307,29170.408163265307,512.6122448979592,24610.836734693876,29555.163265306124,526.9183673469388,-567.4285714285714,-384.7551020408163,-14.306122448979592,2.489795918367347,4.428571428571429,2.6122448979591835,2.5918367346938775,4.816326530612245,2.489795918367347
Dominus Esports,2020.0,0.0,1.647887323943662,10.08830985915493,156.33802816901408,,,1935.605633802817,0.28169014084507044,11.169014084507042,15.126760563380282,25.830985915492956,11.169014084507042,15.126760563380282,0.9295774647887324,0.15492957746478872,0.014084507042253521,0.0,0.5352112676056338,,,,0.3386619718309859,0.8184197183098595,0.6197183098591549,2.2535211267605635,2.535211267605634,2.073529411764706,2.411764705882353,0.5147058823529411,0.4117647058823529,0.5882352941176471,0.5588235294117647,4.333333333333333,0.08823529411764706,0.11764705882352941,0.4225352112676056,0.8028169014084507,1.1549295774647887,0.3484848484848485,0.4647887323943662,0.8732394366197183,0.38028169014084506,4.929577464788732,7.549295774647887,0.4507042253521127,0.4225352112676056,0.7464788732394366,1.3661971830985915,56708.295774647886,1710.1735746478876,,2776.8760126760567,2649.036728169014,102.70422535211267,3.1247873239436625,50.225352112676056,1.529587323943662,39.45070422535211,228.45070422535213,6.942240845070423,55329.19718309859,34207.971830985916,1048.447297183099,,52230.67605633803,-0.049640491971830986,,,205.4788732394366,137.11267605633802,17.56338028169014,,15411.43661971831,17870.732394366198,310.7464788732394,15720.957746478873,17964.25352112676,313.7042253521127,-309.5211267605634,-93.52112676056338,-2.9577464788732395,1.9577464788732395,3.028169014084507,2.2253521126760565,2.211267605633803,3.732394366197183,1.971830985915493,24447.014084507042,28670.070422535213,500.61971830985914,25201.3661971831,29020.549295774646,504.14084507042253,-754.3521126760563,-350.4788732394366,-3.5211267605633805,3.1549295774647885,5.507042253521127,4.028169014084507,4.014084507042254,7.126760563380282,3.1690140845070425
EDward Gaming,2020.1333333333334,0.06666666666666667,1.8,10.225833333333343,150.83333333333334,,,1992.175,0.5916666666666667,14.683333333333334,11.308333333333334,34.666666666666664,14.683333333333334,11.308333333333334,1.8571428571428572,0.4117647058823529,0.025210084033613446,0.008403361344537815,0.6083333333333333,,,,0.45244583333333327,0.7962233333333332,0.5294117647058824,2.533333333333333,2.4,2.3983050847457625,2.2711864406779663,0.6271186440677966,0.6271186440677966,0.6016949152542372,0.5423728813559322,2.5,0.13559322033898305,0.11016949152542373,0.5378151260504201,1.1428571428571428,0.8403361344537815,0.5727272727272728,0.7166666666666667,0.5416666666666666,0.5333333333333333,6.508333333333334,5.208333333333333,0.5462184873949579,0.5630252100840336,1.0084033613445378,0.7142857142857143,61152.291666666664,1829.3710008333335,,2621.093342500002,2579.1484487394964,111.35833333333333,3.3352183333333354,53.74166666666667,1.594576666666666,47.708333333333336,260.8487394957983,7.769499999999998,59254.166666666664,37555.96666666667,1134.7528641666663,,54734.100840336134,0.033117525546218475,1167.0,928.0,218.56666666666666,144.325,20.016666666666666,34.0068,15741.193277310924,18097.126050420167,313.109243697479,15537.731092436974,17994.201680672268,317.92436974789916,203.46218487394958,102.92436974789916,-4.815126050420168,2.5714285714285716,4.739495798319328,1.7647058823529411,1.7563025210084033,3.4705882352941178,2.5714285714285716,25102.59663865546,29282.907563025212,506.3781512605042,24551.680672268907,28867.865546218487,510.39495798319325,550.9159663865546,415.0420168067227,-4.016806722689076,4.34453781512605,8.504201680672269,3.033613445378151,3.0168067226890756,5.974789915966387,4.34453781512605
Evil Geniuses,2020.1666666666667,0.4444444444444444,1.5277777777777777,10.245833333333328,138.88888888888889,,,2009.375,0.5,11.944444444444445,12.875,27.819444444444443,11.944444444444445,12.875,1.0833333333333333,0.09722222222222222,0.0,0.0,0.5138888888888888,,,,0.36064305555555565,0.7529416666666666,0.5694444444444444,2.4722222222222223,2.375,2.4285714285714284,2.257142857142857,0.6142857142857143,0.6,0.5714285714285714,0.6428571428571429,2.0,0.05714285714285714,0.11428571428571428,0.4583333333333333,0.9027777777777778,1.0416666666666667,0.4305555555555556,0.5972222222222222,0.7222222222222222,0.4444444444444444,6.194444444444445,5.986111111111111,0.5416666666666666,0.5416666666666666,1.0138888888888888,1.0694444444444444,65697.77777777778,1917.7167888888887,,2798.8276624999994,2710.0295763888885,113.90277777777777,3.372109722222223,47.81944444444444,1.3841305555555556,46.30555555555556,252.90277777777777,7.410166666666667,57988.208333333336,36114.63888888889,1078.6535513888891,,53974.069444444445,0.0034070618055555557,,849.875,212.16666666666666,137.70833333333334,22.569444444444443,31.768148611111126,15307.847222222223,18077.347222222223,313.15277777777777,15462.555555555555,18329.777777777777,321.5833333333333,-154.70833333333334,-252.43055555555554,-8.430555555555555,1.5833333333333333,2.9722222222222223,1.6388888888888888,1.6388888888888888,3.0,1.5833333333333333,24154.847222222223,28963.152777777777,496.68055555555554,24424.041666666668,29208.125,508.2916666666667,-269.19444444444446,-244.97222222222223,-11.61111111111111,3.2777777777777777,6.041666666666667,3.4166666666666665,3.4027777777777777,6.569444444444445,3.2777777777777777
Excel Esports,2020.1627906976744,0.0,1.0,10.234651162790694,144.1860465116279,,,2012.8139534883721,0.4418604651162791,10.093023255813954,13.069767441860465,24.441860465116278,10.093023255813954,13.069767441860465,0.9069767441860465,0.16279069767441862,0.023255813953488372,0.0,0.3953488372093023,,,,0.30244883720930227,0.709225581395349,0.5348837209302325,2.2325581395348837,2.627906976744186,2.1627906976744184,2.604651162790698,0.5116279069767442,0.4883720930232558,0.6976744186046512,0.46511627906976744,,0.06976744186046512,0.023255813953488372,0.5348837209302325,1.0465116279069768,0.9534883720930233,0.3488372093023256,0.5116279069767442,0.6976744186046512,0.5116279069767442,5.72093023255814,7.046511627906977,0.4418604651162791,0.4418604651162791,0.8604651162790697,1.1162790697674418,58508.90697674418,1731.7817604651166,,2621.993465116279,2491.7850883720935,115.06976744186046,3.394911627906978,48.23255813953488,1.4067697674418609,45.27906976744186,262.51162790697674,7.716306976744186,57850.48837209302,35941.83720930233,1062.746760465116,,53710.651162790695,-0.03479612906976744,,881.3023255813954,206.41860465116278,139.5581395348837,15.790697674418604,32.296720930232546,15356.511627906977,18110.06976744186,321.3953488372093,15537.720930232557,18385.325581395347,323.1860465116279,-181.2093023255814,-275.25581395348837,-1.7906976744186047,1.3255813953488371,2.2325581395348837,1.4883720930232558,1.4883720930232558,2.13953488372093,1.3255813953488371,24296.674418604653,28763.18604651163,507.48837209302326,24819.697674418603,29572.418604651164,516.6744186046511,-523.0232558139535,-809.2325581395348,-9.186046511627907,2.5348837209302326,4.604651162790698,3.2093023255813953,3.2093023255813953,5.5813953488372094,2.5348837209302326
FC Schalke 04 Esports,2020.14,0.14,1.18,10.224200000000002,150.0,,,2093.04,0.46,12.18,11.76,27.64,12.18,11.76,1.18,0.26,0.06,0.0,0.48,,,,0.35246799999999995,0.6953099999999999,0.38,2.48,2.74,2.36,2.66,0.42,0.4,0.58,0.96,,0.12,0.08,0.54,0.88,1.1,0.46,0.56,0.76,0.42,5.62,6.3,0.42,0.46,0.84,0.94,64314.28,1811.368994,,2662.34889,2662.814102,119.66,3.380234,52.64,1.461998,45.7,268.46,7.584707999999999,60639.18,37912.16,1086.8136380000003,,56084.36,-0.01237324,,912.74,226.0,153.94,18.18,32.63725600000001,15208.86,18165.1,323.44,15304.34,18224.36,322.7,-95.48,-59.26,0.74,1.16,1.64,1.22,1.2,1.9,1.16,24053.28,28923.38,513.28,24363.62,29243.72,517.72,-310.34,-320.34,-4.44,2.42,4.08,2.36,2.34,4.06,2.42
FlyQuest,2020.1,0.4888888888888889,1.7222222222222223,10.19422222222222,153.33333333333334,,,2045.9,0.5444444444444444,12.533333333333333,11.511111111111111,30.066666666666666,12.533333333333333,11.511111111111111,1.2555555555555555,0.1111111111111111,0.011111111111111112,0.0,0.5777777777777777,,,,0.36386333333333337,0.7089611111111114,0.4444444444444444,2.6444444444444444,2.2666666666666666,2.4942528735632186,2.218390804597701,0.7816091954022989,0.5747126436781609,0.5402298850574713,0.5977011494252874,3.0,0.13793103448275862,0.05747126436781609,0.43333333333333335,0.8333333333333334,1.1111111111111112,0.5333333333333333,0.7111111111111111,0.5888888888888889,0.4222222222222222,6.2,5.7555555555555555,0.4888888888888889,0.5222222222222223,1.2,0.9111111111111111,63085.822222222225,1810.8481144444452,,2651.632282222223,2697.1068588888893,110.36666666666666,3.2047188888888907,54.166666666666664,1.5562944444444453,40.233333333333334,256.0,7.384887777777778,59540.5,37294.37777777778,1085.849401111111,,54688.37777777778,-0.007689721888888878,,876.9111111111112,217.33333333333334,146.0222222222222,17.622222222222224,32.11440999999999,15410.422222222222,18141.722222222223,316.96666666666664,15392.855555555556,18120.577777777777,320.05555555555554,17.566666666666666,21.144444444444446,-3.088888888888889,1.7777777777777777,3.3777777777777778,1.5444444444444445,1.5444444444444445,2.7666666666666666,1.7777777777777777,24160.833333333332,28950.855555555554,507.65555555555557,24378.5,28994.7,508.46666666666664,-217.66666666666666,-43.84444444444444,-0.8111111111111111,3.088888888888889,6.055555555555555,2.966666666666667,2.966666666666667,5.277777777777778,3.1
Fnatic,2020.0933333333332,0.28,1.5066666666666666,10.193866666666668,149.33333333333334,,,1905.9333333333334,0.5866666666666667,14.226666666666667,13.573333333333334,31.293333333333333,14.226666666666667,13.573333333333334,1.3733333333333333,0.3466666666666667,0.08,0.013333333333333334,0.5333333333333333,,,,0.4546906666666665,0.8791146666666666,0.5866666666666667,2.6,2.04,2.52,1.9733333333333334,0.7466666666666667,0.49333333333333335,0.5466666666666666,0.7333333333333333,,0.08,0.06666666666666667,0.36,0.7733333333333333,1.12,0.48,0.7066666666666667,0.56,0.5066666666666667,6.64,5.453333333333333,0.5066666666666667,0.52,1.12,0.7733333333333333,61070.48,1897.3152146666675,,2794.7707973333327,2642.9540120000006,99.04,3.0904506666666682,44.4,1.3815359999999997,37.653333333333336,227.57333333333332,7.096541333333333,58082.333333333336,37263.82666666667,1173.2956786666668,,53782.26666666667,0.029283653,,821.7466666666667,222.44,144.97333333333333,22.48,32.928549333333336,15835.92,18342.053333333333,316.93333333333334,15719.026666666667,18143.68,318.5466666666667,116.89333333333333,198.37333333333333,-1.6133333333333333,2.453333333333333,3.88,2.24,2.24,3.493333333333333,2.48,25237.16,29596.106666666667,508.76,25007.6,29012.933333333334,503.44,229.56,583.1733333333333,5.32,4.293333333333333,7.1866666666666665,4.1866666666666665,4.1866666666666665,7.133333333333334,4.32
Fredit BRION,2021.0,0.0,1.6,10.939000000000004,140.0,,,1986.55,0.3,8.45,12.75,22.4,8.45,12.75,0.95,0.15,0.0,0.0,0.5,,,,0.248855,0.653445,0.5,1.9,2.9,1.85,2.85,0.45,0.45,0.35,0.6,,0.05,0.05,0.15,0.5,1.4,0.3,0.55,0.95,0.1,3.75,7.7,0.4,0.35,0.35,1.25,55312.65,1626.2530149999998,,2673.1618449999996,2534.4944499999997,135.15,4.03586,62.9,1.8849600000000002,52.7,277.8,8.298910000000001,55288.0,33647.2,1004.5074150000003,,53434.65,-0.068034459,,877.65,216.55,158.3,12.6,32.98209,15293.25,18655.45,332.1,15804.45,18947.8,347.6,-511.2,-292.35,-15.5,0.8,1.3,1.4,1.4,2.1,0.8,23949.7,30041.0,538.4,25636.0,30562.75,558.35,-1686.3,-521.75,-19.95,1.65,3.2,2.85,2.85,5.35,1.65
FunPlus Phoenix,2020.1156462585034,0.09523809523809523,1.8911564625850341,10.21551020408166,150.34013605442178,,,1890.6802721088436,0.6054421768707483,14.70748299319728,12.591836734693878,34.31292517006803,14.70748299319728,12.591836734693878,1.8263888888888888,0.3333333333333333,0.0763888888888889,0.020833333333333332,0.54421768707483,,,,0.4802367346938775,0.8755979591836734,0.5486111111111112,2.4829931972789114,2.183673469387755,2.4609929078014185,2.0709219858156027,0.6950354609929078,0.5886524822695035,0.6099290780141844,0.5673758865248227,2.0,0.0425531914893617,0.06382978723404255,0.5138888888888888,1.0833333333333333,0.8819444444444444,0.5639097744360902,0.6938775510204082,0.6054421768707483,0.5918367346938775,6.517006802721088,5.108843537414966,0.5555555555555556,0.6111111111111112,0.875,0.7361111111111112,60917.84353741496,1928.3738891156454,,2794.8355306122435,2672.569178472223,107.63945578231292,3.3890768707482994,46.53741496598639,1.4578585034013603,44.59183673469388,230.08333333333334,7.209847916666667,57032.755102040814,36369.82993197279,1164.6092598639452,,52716.86111111111,0.02142649438888889,814.6666666666666,789.7857142857143,214.76190476190476,139.9047619047619,19.625850340136054,31.896099999999997,15929.722222222223,18214.631944444445,317.49305555555554,15696.180555555555,18114.444444444445,318.15277777777777,233.54166666666666,100.1875,-0.6597222222222222,2.3472222222222223,4.243055555555555,2.0555555555555554,2.0416666666666665,3.7083333333333335,2.3472222222222223,25369.743055555555,29178.131944444445,506.24305555555554,24927.04861111111,29116.479166666668,507.75694444444446,442.69444444444446,61.65277777777778,-1.5138888888888888,4.048611111111111,7.798611111111111,3.861111111111111,3.8472222222222223,7.277777777777778,4.055555555555555
G2 Esports,2020.0777777777778,0.36666666666666664,1.7,10.182555555555558,143.33333333333334,,,1945.3,0.6777777777777778,17.11111111111111,13.811111111111112,38.72222222222222,17.11111111111111,13.811111111111112,1.8444444444444446,0.2111111111111111,0.03333333333333333,0.011111111111111112,0.5777777777777777,,,,0.5382222222222222,0.95632,0.5168539325842697,2.533333333333333,1.9222222222222223,2.460674157303371,1.8876404494382022,0.7640449438202247,0.6067415730337079,0.5168539325842697,0.5730337078651685,4.0,0.056179775280898875,0.056179775280898875,0.4888888888888889,1.0,0.9444444444444444,0.4888888888888889,0.6,0.6111111111111112,0.4777777777777778,7.444444444444445,5.122222222222222,0.6292134831460674,0.5444444444444444,1.3222222222222222,0.7333333333333333,69531.94444444444,2129.2079855555544,,2938.213873333334,2760.142116666666,116.81111111111112,3.5674644444444437,47.455555555555556,1.4398300000000004,43.888888888888886,255.51111111111112,7.803615555555558,59516.677777777775,38296.62222222222,1184.4568777777772,,54535.28888888889,0.031882134555555566,,818.3222222222222,221.16666666666666,139.3,25.833333333333332,32.0691411111111,15612.651685393259,17973.157303370786,311.8876404494382,15400.808988764045,17899.325842696628,306.6629213483146,211.8426966292135,73.8314606741573,5.224719101123595,2.3146067415730336,3.606741573033708,2.146067415730337,2.1235955056179776,3.044943820224719,2.3258426966292136,25050.404494382023,28863.426966292136,495.64044943820227,24587.685393258427,28635.808988764045,487.64044943820227,462.7191011235955,227.61797752808988,8.0,4.48314606741573,8.146067415730338,4.078651685393258,4.056179775280899,6.48314606741573,4.49438202247191
Gen.G,2020.1785714285713,0.06428571428571428,1.7214285714285715,10.237214285714304,150.71428571428572,,,1935.3214285714287,0.6571428571428571,13.657142857142857,10.05,30.357142857142858,13.657142857142857,10.05,1.6857142857142857,0.42142857142857143,0.08571428571428572,0.02142857142857143,0.6642857142857143,,,,0.43843142857142847,0.7472307142857143,0.5571428571428572,2.7642857142857142,1.8714285714285714,2.712230215827338,1.8489208633093526,0.6690647482014388,0.6402877697841727,0.7553956834532374,0.6474820143884892,2.0,0.05755395683453238,0.02877697841726619,0.6357142857142857,1.1642857142857144,0.7642857142857142,0.5928571428571429,0.7214285714285714,0.4642857142857143,0.6428571428571429,7.1571428571428575,4.507142857142857,0.6402877697841727,0.6642857142857143,1.1357142857142857,0.6285714285714286,60257.62857142857,1870.0246557142857,,2638.5156807142853,2466.3367264285716,124.00714285714285,3.8050121428571426,59.214285714285715,1.807740714285714,48.59285714285714,265.50714285714287,8.156637857142856,58821.69285714286,37703.37857142857,1179.4202228571435,,54071.56428571429,0.05067975521428571,,875.5142857142857,211.35714285714286,133.11428571428573,20.242857142857144,33.795265714285726,15847.78417266187,18477.208633093524,328.0503597122302,15417.561151079137,18322.172661870503,321.0647482014389,430.2230215827338,155.0359712230216,6.985611510791367,2.179856115107914,3.2805755395683454,1.5611510791366907,1.5467625899280575,2.553956834532374,2.1870503597122304,25053.87050359712,29739.136690647483,525.3956834532374,24083.812949640287,29315.244604316547,516.2877697841726,970.0575539568346,423.89208633093523,9.107913669064748,3.7194244604316546,6.18705035971223,2.647482014388489,2.633093525179856,4.618705035971223,3.7338129496402876
Golden Guardians,2020.15,0.3333333333333333,1.3333333333333333,10.234999999999992,160.0,,,2067.766666666667,0.4166666666666667,9.316666666666666,12.633333333333333,22.2,9.316666666666666,12.633333333333333,0.8166666666666667,0.1,0.016666666666666666,0.0,0.45,,,,0.27423000000000003,0.64589,0.5333333333333333,2.4166666666666665,2.6333333333333333,2.3559322033898304,2.542372881355932,0.576271186440678,0.559322033898305,0.6101694915254238,0.6101694915254238,2.0,0.06779661016949153,0.11864406779661017,0.5833333333333334,1.0833333333333333,0.8,0.43333333333333335,0.5666666666666667,0.7333333333333333,0.5,5.35,6.866666666666666,0.5,0.5166666666666667,0.8166666666666667,1.2666666666666666,62406.833333333336,1788.0060883333329,,2609.305204999999,2551.1557933333333,117.25,3.364278333333332,52.43333333333333,1.4907466666666667,45.78333333333333,255.33333333333334,7.314101666666667,58644.55,36175.333333333336,1048.6517566666666,,54742.3,-0.02833666566666667,,910.7833333333333,214.63333333333333,145.58333333333334,13.9,32.701466666666676,15385.633333333333,18362.666666666668,327.85,15346.4,18362.066666666666,320.9166666666667,39.233333333333334,0.6,6.933333333333334,1.1166666666666667,1.9666666666666666,1.3,1.3,2.3333333333333335,1.1166666666666667,24305.066666666666,29475.15,525.5666666666667,24052.116666666665,29447.8,515.7666666666667,252.95,27.35,9.8,2.3666666666666667,4.5,2.4833333333333334,2.4833333333333334,4.7,2.3666666666666667
Griffin,2020.0,0.0,1.8,10.081999999999997,148.23529411764707,,,2033.4823529411765,0.38823529411764707,10.117647058823529,11.776470588235295,23.623529411764707,10.117647058823529,11.776470588235295,1.0705882352941176,0.16470588235294117,0.0,0.0,0.5294117647058824,,,,0.29760352941176477,0.6508788235294121,0.47058823529411764,1.964705882352941,3.0470588235294116,1.8433734939759037,2.927710843373494,0.3493975903614458,0.5060240963855421,0.5783132530120482,0.40963855421686746,3.5,0.08433734939759036,0.1566265060240964,0.29411764705882354,0.611764705882353,1.2470588235294118,0.27058823529411763,0.4,0.8705882352941177,0.35294117647058826,4.952941176470588,6.976470588235294,0.35714285714285715,0.3764705882352941,0.6941176470588235,1.2470588235294118,56738.541176470586,1653.4948564705885,,2558.9135823529414,2378.171688235294,132.18823529411765,3.8682764705882353,57.21176470588235,1.6594364705882352,51.16470588235294,270.9529411764706,7.929209411764707,57011.83529411765,34892.364705882355,1026.7685800000004,,53653.05882352941,-0.03860182294117648,,883.9176470588235,208.2235294117647,147.96470588235294,13.48235294117647,32.251228235294114,15299.0,18225.50588235294,323.36470588235295,15403.811764705883,18320.4,328.45882352941175,-104.81176470588235,-94.89411764705882,-5.094117647058823,1.1294117647058823,2.1882352941176473,1.188235294117647,1.188235294117647,2.164705882352941,1.1411764705882352,23768.64285714286,29102.52380952381,518.9285714285714,24377.77380952381,29318.85714285714,524.6309523809524,-609.1309523809524,-216.33333333333334,-5.7023809523809526,2.011904761904762,3.75,2.3452380952380953,2.3452380952380953,4.511904761904762,2.0238095238095237
Hanwha Life Esports,2020.2627118644068,0.0,1.771186440677966,10.265423728813557,153.38983050847457,,,1923.2372881355932,0.3474576271186441,10.559322033898304,13.474576271186441,24.483050847457626,10.559322033898304,13.474576271186441,1.1694915254237288,0.19491525423728814,0.01694915254237288,0.0,0.3983050847457627,,,,0.32756016949152544,0.7569025423728812,0.5084745762711864,2.0254237288135593,2.635593220338983,2.0,2.547008547008547,0.42735042735042733,0.47863247863247865,0.6153846153846154,0.47863247863247865,3.0,0.017094017094017096,0.08547008547008547,0.4830508474576271,0.8135593220338984,1.0932203389830508,0.3135593220338983,0.4152542372881356,0.7542372881355932,0.4152542372881356,4.364406779661017,7.11864406779661,0.288135593220339,0.3135593220338983,0.4830508474576271,1.2118644067796611,56706.16949152543,1747.9988847457628,,2719.5578432203392,2431.364378813559,121.2542372881356,3.7440381355932217,54.54237288135593,1.6772101694915256,53.16101694915254,250.4322033898305,7.728566949152539,54534.03389830508,33539.08474576271,1042.057665254237,,51379.17796610169,-0.05098073372881355,,851.5762711864406,189.88135593220338,132.0084745762712,13.474576271186441,32.50086949152543,15404.347457627118,18391.033898305086,322.3305084745763,15638.627118644068,18491.186440677968,329.4491525423729,-234.27966101694915,-100.15254237288136,-7.11864406779661,1.5508474576271187,2.559322033898305,1.5932203389830508,1.5932203389830508,2.5677966101694913,1.5593220338983051,24068.9406779661,29246.610169491527,511.6694915254237,24865.322033898305,29756.661016949154,524.3474576271186,-796.3813559322034,-510.0508474576271,-12.677966101694915,2.8559322033898304,4.805084745762712,3.2966101694915255,3.2966101694915255,5.906779661016949,2.864406779661017
Hong Kong Attitude,2020.0,0.1702127659574468,1.0851063829787233,10.09042553191489,146.80851063829786,,,2033.468085106383,0.3829787234042553,9.893617021276595,13.085106382978724,24.617021276595743,9.893617021276595,13.085106382978724,1.0,0.23404255319148937,0.02127659574468085,0.02127659574468085,0.3617021276595745,,,,0.29313617021276595,0.6879978723404254,0.3829787234042553,2.2127659574468086,2.8297872340425534,2.1914893617021276,2.74468085106383,0.5106382978723404,0.46808510638297873,0.46808510638297873,0.7446808510638298,,0.02127659574468085,0.0851063829787234,0.3404255319148936,0.8297872340425532,1.0851063829787233,0.40425531914893614,0.574468085106383,0.6808510638297872,0.3404255319148936,4.638297872340425,7.170212765957447,0.425531914893617,0.2978723404255319,0.6595744680851063,1.1702127659574468,56850.89361702128,1649.1215191489364,,2640.1941553191496,2555.1094,114.12765957446808,3.347544680851065,52.53191489361702,1.52638085106383,49.0,253.91489361702128,7.425214893617021,56023.21276595745,33903.8085106383,997.4504808510638,,52537.382978723406,-0.05985422425531915,,849.2553191489362,197.4468085106383,138.14893617021278,9.553191489361701,30.938453191489355,14936.255319148937,18026.0,312.29787234042556,15713.27659574468,18400.893617021276,321.8510638297872,-777.0212765957447,-374.8936170212766,-9.553191489361701,1.1914893617021276,2.0,2.0,2.0,3.5319148936170213,1.1914893617021276,23384.808510638297,28600.872340425532,494.5744680851064,24741.042553191488,29349.82978723404,512.7234042553191,-1356.2340425531916,-748.9574468085107,-18.148936170212767,2.5531914893617023,4.914893617021277,3.3404255319148937,3.3404255319148937,6.0212765957446805,2.5531914893617023
Immortals,2020.195652173913,0.13043478260869565,1.0217391304347827,10.264347826086954,158.69565217391303,,,2117.586956521739,0.30434782608695654,8.456521739130435,13.043478260869565,20.130434782608695,8.456521739130435,13.043478260869565,0.6956521739130435,0.13043478260869565,0.021739130434782608,0.021739130434782608,0.34782608695652173,,,,0.2346826086956522,0.6237152173913043,0.3695652173913043,2.0869565217391304,3.1956521739130435,1.9565217391304348,3.0434782608695654,0.4782608695652174,0.391304347826087,0.391304347826087,0.6956521739130435,,0.13043478260869565,0.15217391304347827,0.5,0.9347826086956522,1.0217391304347827,0.30434782608695654,0.5,0.8043478260869565,0.3695652173913043,4.717391304347826,7.608695652173913,0.41304347826086957,0.30434782608695654,0.9130434782608695,1.3695652173913044,59299.82608695652,1632.6000021739133,,2616.019384782608,2582.4577543478263,122.56521739130434,3.4204130434782622,53.91304347826087,1.4964608695652175,47.95652173913044,273.69565217391306,7.565365217391304,57380.891304347824,34403.47826086957,965.1244282608694,,53744.34782608696,-0.07484901826086958,,890.5,202.1304347826087,139.91304347826087,15.58695652173913,31.117039130434772,15042.195652173914,17972.91304347826,314.9782608695652,15705.695652173914,18416.130434782608,325.19565217391306,-663.5,-443.2173913043478,-10.217391304347826,1.0869565217391304,1.826086956521739,1.7173913043478262,1.7173913043478262,2.5652173913043477,1.0869565217391304,23528.5,28622.717391304348,504.17391304347825,24766.978260869564,29364.08695652174,520.5,-1238.4782608695652,-741.3695652173913,-16.32608695652174,2.108695652173913,3.869565217391304,2.869565217391304,2.869565217391304,4.826086956521739,2.108695652173913
Impunity,2021.0,0.0,3.0,10.16,160.0,,,1824.2,0.6,18.2,14.2,30.6,18.2,14.2,2.2,0.0,0.0,0.0,0.2,,,,0.59588,1.05596,0.4,2.2,2.4,2.2,2.2,0.8,0.2,0.8,0.4,,0.0,0.2,0.4,1.0,1.0,0.6,0.8,0.4,0.6,7.4,5.0,0.4,0.6,1.0,0.8,62699.2,2050.9175,,3100.56996,2326.6885,104.0,3.4041400000000004,40.2,1.32274,34.4,230.8,7.5637799999999995,56969.8,36984.8,1213.14462,,52835.0,0.0452835,,758.6,210.2,127.8,24.4,31.864819999999998,15694.8,18040.8,295.4,15713.6,17928.6,312.4,-18.8,112.2,-17.0,4.0,5.2,2.2,2.0,2.6,4.0,24965.6,29144.2,481.6,24823.2,27973.6,486.8,142.4,1170.6,-5.2,5.8,8.0,3.8,3.6,6.8,5.8
