,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gragas,7,2,5,28.6%,2.86,1.86,4.86,4.15,197.14,5.11,11.6,300,60.7%,22.5%,17.8%
Lee Sin,6,0,6,0%,1.17,2.5,4.17,2.13,160.5,4.65,9.6,277,82.1%,17.9%,17.3%
Elise,2,0,2,0%,0.5,3,2,0.83,148,4.57,8.2,254,71.4%,14.3%,16.6%
Rek'Sai,2,0,2,0%,2.5,2.5,5,3,148,4.56,9.6,297,78.9%,26.3%,18.1%
Sejuani,1,0,1,0%,1,2,5,3,151,4.79,8.8,278,85.7%,14.3%,17.4%
