,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Camille,4,2,2,50%,1.75,3.5,2.75,1.29,306.5,8.46,14.5,400,52.9%,20.6%,23.4%
Vladimir,3,1,2,33.3%,3,2.33,0.33,1.43,271,8.81,12.4,402,45.5%,40.9%,23.3%
Wukong,3,1,2,33.3%,2.33,3.33,2.67,1.5,216.33,7.54,10.7,372,48.4%,22.6%,21.3%
Gangplank,2,2,0,100%,2.5,0.5,3.5,12,342,9.4,17.1,471,54.5%,22.7%,24.8%
Kayle,2,1,1,50%,2,1.5,2,2.67,331.5,10.07,14.9,453,44.4%,22.2%,24.8%
Quinn,1,1,0,100%,2,1,8,10,309,8.68,15.2,426,45.5%,9.1%,21.8%
Gragas,1,0,1,0%,0,1,3,3,264,8.24,10.5,327,75%,0%,20.7%
Jax,1,0,1,0%,0,3,4,1.33,204,7.41,8.7,315,100%,0%,21.3%
Sion,1,0,1,0%,0,4,7,1.75,275,7.87,11.5,330,100%,0%,20.5%
