,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kennen,3,1,2,33.3%,1,3.67,4.67,1.55,213,7.69,10.3,372,70.8%,12.5%,21.7%
Gangplank,1,1,0,100%,4,1,7,11,272,8.16,14.3,429,68.8%,25%,22.6%
Jarvan IV,1,1,0,100%,3,2,17,10,282,7.6,15,405,80%,12%,20.7%
Aatrox,1,0,1,0%,1,5,0,0.2,96,5.18,4.8,260,16.7%,16.7%,18.1%
Hecarim,1,0,1,0%,1,4,5,1.5,204,6.56,10.3,332,75%,12.5%,20.2%
Poppy,1,0,1,0%,4,2,3,3.5,226,7.18,11.1,352,77.8%,44.4%,22.8%
Swain,1,0,1,0%,0,3,1,0.33,201,7.91,8.2,322,16.7%,0%,19.3%
Urgot,1,0,1,0%,7,3,4,3.67,401,8.26,20.4,420,64.7%,41.2%,23.2%
