,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kayn,1,0,1,0%,2,6,5,1.17,190,6.1,9.8,316,100%,28.6%,20.2%
Kindred,1,0,1,0%,0,2,2,1,159,5.66,7.7,274,66.7%,0%,18.3%
Olaf,1,0,1,0%,0,3,5,1.67,256,7.27,12.4,351,50%,0%,20.4%
