,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Azir,4,3,1,75%,2,2,6.75,4.38,270,8.48,12.4,389,60.3%,13.8%,21.5%
Orianna,4,1,3,25%,3,3,5.25,2.75,302,8.66,13.7,392,70.2%,25.5%,22.9%
Syndra,3,2,1,66.7%,4.67,1.33,4.33,6.75,255.67,8.4,12.4,408,57.4%,29.8%,22.3%
Twisted Fate,3,1,2,33.3%,2.33,1.67,4,3.8,256.33,7.5,13.3,388,76%,28%,23%
Galio,1,1,0,100%,3,4,7,2.5,225,7.2,11.7,374,66.7%,20%,20%
LeBlanc,1,1,0,100%,8,1,8,16,203,7.51,11.3,419,64%,32%,20.7%
Sylas,1,1,0,100%,3,3,9,4,280,7.85,13.4,376,63.2%,15.8%,20.8%
Zoe,1,1,0,100%,4,1,9,13,268,7.47,14.1,392,76.5%,23.5%,21.2%
