,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ryze,4,3,1,75%,2.75,2.5,4.5,2.9,306.5,8.92,13.9,403,63%,23.9%,21.3%
Lissandra,3,1,2,33.3%,1.33,2,5,3.17,325,8.06,14.4,357,55.9%,11.8%,20.4%
Urgot,2,0,2,0%,2.5,2,1.5,2,313.5,8.98,13.6,389,72.7%,45.5%,23.4%
Aurelion Sol,1,0,1,0%,0,1,2,2,288,7.75,11.6,313,66.7%,0%,19.8%
Sylas,1,0,1,0%,1,1,0,1,264,8.26,10.9,340,100%,100%,22%
Viktor,1,0,1,0%,2,3,3,1.67,396,9.3,16.1,378,55.6%,22.2%,22.2%
