,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Karma,2,1,1,50%,0,4.5,11,2.44,17.5,0.5,8.5,246,68.8%,0%,13.6%
Lux,2,1,1,50%,1.5,3,8.5,3.33,26,0.82,8.9,281,80%,12%,15%
Tahm Kench,2,1,1,50%,2.5,2.5,6.5,3.6,145,3.35,12.9,297,66.7%,18.5%,16.4%
Morgana,1,1,0,100%,1,2,8,4.5,20,0.57,8.6,246,50%,5.6%,13.3%
Vel'Koz,1,1,0,100%,0,0,6,6,12,0.59,6.3,310,60%,0%,15.3%
Yuumi,1,1,0,100%,0,1,18,18,14,0.43,8.5,259,90%,0%,13.5%
Gragas,1,0,1,0%,1,5,6,1.4,29,0.72,9.3,232,46.7%,6.7%,13.1%
