,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Olaf,4,3,1,75%,1,2.5,4.75,2.3,197.5,6.17,10.4,326,51.1%,8.9%,18.2%
Trundle,2,2,0,100%,4,1,8.5,12.5,165.5,4.63,11.8,330,69.4%,22.2%,17.7%
Lee Sin,2,1,1,50%,3.5,2,7,5.25,149.5,4.97,10.2,338,87.5%,29.2%,19.4%
Graves,1,0,1,0%,1,3,3,1.33,222,7.16,10.4,335,100%,25%,21%
