,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Orianna,3,2,1,66.7%,2.33,3,6.33,2.89,339,9.12,14.4,388,54.2%,14.6%,20.5%
Syndra,2,1,1,50%,3,1,2,5,370.5,10.58,14.7,421,58.8%,35.3%,23.7%
Zoe,2,0,2,0%,1.5,4.5,5.5,1.56,257,7.78,11.8,358,63.6%,13.6%,21.2%
Galio,1,1,0,100%,2,0,7,9,272,8.83,12.4,401,75%,16.7%,20.7%
Irelia,1,1,0,100%,3,2,9,6,291,9.69,14.3,475,50%,12.5%,21.9%
Yone,1,0,1,0%,1,2,5,3,329,9.76,14.1,417,54.5%,9.1%,22.9%
