,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Galio,2,2,0,100%,4.5,1.5,10.5,10,333.5,8.78,16,420,68.2%,20.5%,22.1%
Irelia,2,2,0,100%,4.5,0.5,3.5,16,337,11.3,14.9,499,76.2%,42.9%,25%
Sion,2,2,0,100%,1.5,0,6,15,316.5,8.92,13.4,378,71.4%,14.3%,20.5%
Aatrox,1,1,0,100%,7,0,6,13,297,9.75,14.3,470,72.2%,38.9%,24.5%
Lissandra,1,1,0,100%,2,0,8,10,353,10.37,14.3,419,66.7%,13.3%,20.8%
