,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gnar,2,1,1,50%,1.5,5,2.5,0.8,265.5,6.09,13.6,312,24.2%,9.1%,18.3%
Aatrox,1,1,0,100%,4,3,8,4,312,7.7,16.7,413,60%,20%,21.5%
Camille,1,1,0,100%,7,2,3,5,246,7.7,14.4,449,83.3%,58.3%,24.6%
Irelia,1,1,0,100%,7,1,4,11,220,8.66,11.4,447,57.9%,36.8%,21.3%
Kled,1,1,0,100%,9,0,7,16,248,8.86,14.4,516,61.5%,34.6%,24.7%
Neeko,1,1,0,100%,3,2,10,6.5,249,8.55,11.9,408,59.1%,13.6%,20.5%
Qiyana,1,1,0,100%,9,3,9,6,300,7.58,18,455,75%,37.5%,22.7%
Shen,1,1,0,100%,4,2,7,5.5,267,7.76,13.7,399,68.8%,25%,21%
Viktor,1,1,0,100%,5,0,7,12,289,9.6,13.5,450,63.2%,26.3%,22.5%
