,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Pyke,3,2,1,66.7%,3,2.33,7,4.29,53.67,1.67,9.6,298,66.7%,20%,16%
Leona,2,0,2,0%,1.5,5,8,1.9,74.5,1.93,9.3,242,82.6%,13%,14.2%
Taric,1,1,0,100%,1,2,11,6,54,1.85,8.7,299,85.7%,7.1%,14.9%
Thresh,1,1,0,100%,1,2,17,9,21,0.63,8.8,262,81.8%,4.5%,13.7%
Yuumi,1,1,0,100%,2,0,10,12,71,1.92,12.2,329,85.7%,14.3%,17.2%
Rakan,1,0,1,0%,2,2,5,3.5,21,0.6,7.8,225,87.5%,25%,13.9%
