,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,6,2,4,33.3%,2.5,2.83,9.83,4.35,163.5,4.49,11.3,311,82.2%,16.7%,18.2%
Gragas,4,1,3,25%,2.25,4,7.5,2.44,146,4.71,9.2,295,79.6%,18.4%,18.3%
Karthus,2,1,1,50%,9.5,4.5,5,3.22,193.5,6.83,12.9,457,85.3%,55.9%,25.5%
Olaf,2,0,2,0%,2,3,3,1.67,190.5,5.5,10.7,309,55.6%,22.2%,20.4%
Ekko,1,1,0,100%,3,2,11,7,203,5.86,12.2,354,51.9%,11.1%,18.5%
Lee Sin,1,0,1,0%,1,5,1,0.4,107,3.88,6.8,246,100%,50%,18.5%
Master Yi,1,0,1,0%,3,6,4,1.17,181,8.04,8.2,363,100%,42.9%,25.4%
Sejuani,1,0,1,0%,2,4,4,1.5,170,5.81,10,343,54.5%,18.2%,21.6%
