,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gragas,3,2,1,66.7%,0.67,3.33,12,3.8,31.67,1.07,-,-,57.6%,3%,-
Karma,2,1,1,50%,1.5,1,11,12.5,33,1.11,-,-,78.1%,9.4%,-
Braum,1,1,0,100%,0,1,19,19,28,1.19,7.2,307,67.9%,0%,13.9%
Sett,1,1,0,100%,4,1,10,14,32,1.26,8,313,60.9%,17.4%,14.9%
Nautilus,1,0,1,0%,0,3,7,2.33,31,0.9,6.7,194,63.6%,0%,11.6%
