,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Elise,1,1,0,100%,1,2,4,2.5,180,5.04,10.6,297,41.7%,8.3%,16.7%
Nidalee,1,1,0,100%,7,1,12,19,224,6.11,14.7,401,86.4%,31.8%,19.9%
Hecarim,1,0,1,0%,2,5,8,2,146,5.53,8.3,316,76.9%,15.4%,18.3%
Taliyah,1,0,1,0%,1,3,5,2,183,5.13,10.8,304,46.2%,7.7%,16.8%
