,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Elise,2,1,1,50%,2.5,1,4,6.5,176.5,5.65,10.6,340,65%,25%,19.3%
Rek'Sai,2,0,2,0%,2,2,3.5,2.75,176.5,4.99,10.9,309,68.8%,25%,18.7%
Karthus,1,1,0,100%,5,4,9,3.5,292,6.45,16.7,368,82.4%,29.4%,20.2%
Lee Sin,1,1,0,100%,1,1,12,13,171,5.65,10.7,354,86.7%,6.7%,18.2%
Kindred,1,0,1,0%,0,2,1,0.5,152,5.17,8.4,286,50%,0%,18.7%
Nocturne,1,0,1,0%,0,1,2,2,126,5.24,6.8,283,100%,0%,19.7%
