,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,4,1,3,25%,3,1.25,3.5,5.2,290.75,9.16,13.1,413,59.1%,27.3%,24%
Lucian,1,1,0,100%,8,0,4,12,329,10.12,16.2,497,70.6%,47.1%,26.8%
