,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Trundle,5,4,1,80%,0.6,1.2,7,6.33,160.2,4.56,10.2,289,71.7%,5.7%,16.5%
Sett,4,2,2,50%,1.75,0.5,8.25,20,158,4.85,9.8,301,74.1%,13%,16.8%
Olaf,3,2,1,66.7%,2.33,1.67,6,5,189,5.61,11.2,333,61%,17.1%,17.9%
Volibear,3,2,1,66.7%,2.33,0.67,7,14,171.33,4.71,11.1,305,71.8%,17.9%,17.4%
Jarvan IV,1,1,0,100%,1,3,19,6.67,169,4.26,12.2,307,87%,4.3%,16%
Rek'Sai,1,1,0,100%,5,0,7,12,160,5.51,10.9,376,70.6%,29.4%,18.8%
Sejuani,1,1,0,100%,0,0,11,11,229,6.5,11.7,332,73.3%,0%,17.9%
