,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Sett,5,3,2,60%,2.6,2,11.2,6.9,158.2,4.61,10.7,313,71.9%,13.5%,17%
Trundle,2,0,2,0%,0,3,1,0.33,141.5,4.47,7.9,249,66.7%,0%,16.9%
Gragas,1,1,0,100%,8,1,14,22,197,4.58,15.5,361,75.9%,27.6%,18.4%
Pantheon,1,1,0,100%,6,1,6,12,216,4.97,15.2,348,63.2%,31.6%,18.6%
Lee Sin,1,0,1,0%,3,5,5,1.6,145,4.41,10,305,72.7%,27.3%,18.4%
Olaf,1,0,1,0%,0,4,3,0.75,140,4.91,7.3,257,50%,0%,16.6%
Rek'Sai,1,0,1,0%,0,5,5,1,190,5.51,9.8,283,35.7%,0%,15.8%
