,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Thresh,4,3,1,75%,1.75,2.5,9.5,4.5,45.25,1.16,9.2,235,70.3%,10.9%,13%
Bard,3,2,1,66.7%,0.67,2,6,3.33,39.67,1.09,8,220,71.4%,7.1%,12.7%
Lux,1,1,0,100%,2,1,14,16,43,1.31,9,274,84.2%,10.5%,14.6%
Morgana,1,1,0,100%,2,4,12,3.5,26,0.63,9.8,238,70%,10%,12.6%
Blitzcrank,1,0,1,0%,0,5,8,1.6,45,0.98,8.9,194,50%,0%,11%
Braum,1,0,1,0%,2,5,6,1.6,46,1.28,8.6,241,80%,20%,14.6%
Nautilus,1,0,1,0%,0,5,10,2,47,0.94,10.5,209,76.9%,0%,13.1%
Zyra,1,0,1,0%,0,5,2,0.4,26,0.83,6.2,200,40%,0%,13.3%
