,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gragas,7,4,3,57.1%,2.57,3,6,2.86,147.86,4.88,9.4,309,75.9%,22.8%,17.9%
Pantheon,2,1,1,50%,2.5,4,7.5,2.5,121.5,3.72,9.6,295,83.3%,20.8%,17.9%
Graves,1,0,1,0%,3,6,3,1,148,5.03,9.2,312,85.7%,42.9%,20.4%
Kindred,1,0,1,0%,0,3,3,1,174,5.02,9.6,278,100%,0%,17.8%
Sejuani,1,0,1,0%,1,3,4,1.67,178,4.47,10.5,264,71.4%,14.3%,16.3%
