,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Graves,1,1,0,100%,4,4,9,3.25,176,5.39,12.4,380,61.9%,19%,18.2%
Sejuani,1,1,0,100%,2,1,12,14,123,5.23,9,385,70%,10%,17.8%
Jarvan IV,1,0,1,0%,1,4,5,1.5,110,4.09,7.5,280,75%,12.5%,17.3%
