,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Nautilus,4,3,1,75%,0.25,0.75,7,9.67,38.5,1.03,8.5,228,48.3%,1.7%,12.6%
Thresh,4,3,1,75%,1,1,7,8,28.25,0.92,7.2,236,59.3%,7.4%,12.4%
Tahm Kench,4,2,2,50%,0.25,1.5,5,3.5,36.25,1.05,7.4,214,53.8%,2.6%,12.4%
Braum,2,2,0,100%,0.5,1,11,11.5,35,1.05,7.5,225,71.9%,3.1%,12.5%
Yuumi,2,1,1,50%,1.5,0,13,29,16,0.39,8.8,217,93.5%,9.7%,12.2%
Leona,1,1,0,100%,1,2,5,3,34,1.04,7.4,228,33.3%,5.6%,12.3%
Lulu,1,1,0,100%,1,0,6,7,27,0.89,7.3,239,87.5%,12.5%,13%
