,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Tahm Kench,10,6,4,60%,0.6,2,8.7,4.65,75.1,2.19,11.2,328,66%,4.3%,17.3%
Thresh,9,3,6,33.3%,0.89,1.78,7.33,4.63,43.11,1.27,8.5,249,66.7%,7.2%,14.1%
Alistar,8,4,4,50%,1.38,1.88,9.63,5.87,60.13,1.76,9.7,285,81.5%,10.2%,15.2%
Braum,4,1,3,25%,0.5,3.75,8.5,2.4,60.5,1.87,7.7,237,83.7%,4.7%,13.4%
Galio,3,1,2,33.3%,1.67,4,9.67,2.83,76.67,2.01,11.3,296,82.9%,12.2%,16.3%
Soraka,2,1,1,50%,0.5,1.5,5.5,4,22.5,0.65,8.2,237,75%,6.3%,12.8%
Morgana,1,0,1,0%,0,1,3,3,26,0.53,10.2,208,60%,0%,13%
