,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Orianna,6,6,0,100%,6.17,0.5,7.67,27.67,245.5,9.36,12.3,469,76.9%,34.3%,24%
Akali,2,2,0,100%,4.5,2.5,5,3.8,276,8.13,13.5,399,55.9%,26.5%,22.1%
Cassiopeia,1,1,0,100%,6,5,7,2.6,261,8.01,14.5,445,81.3%,37.5%,24.3%
Sylas,1,1,0,100%,13,5,6,3.8,200,6.59,13.9,458,90.5%,61.9%,24.3%
Syndra,1,1,0,100%,1,2,11,6,190,7.99,9.1,382,63.2%,5.3%,19.6%
Zoe,1,1,0,100%,6,2,7,6.5,232,7.35,12.7,402,72.2%,33.3%,20.5%
Azir,1,0,1,0%,4,6,9,2.17,285,7.87,14,386,65%,20%,21.6%
Lucian,1,0,1,0%,4,6,11,2.5,291,9.36,14,450,65.2%,17.4%,23.8%
