,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Alistar,4,2,2,50%,0.5,3.25,4.5,1.54,40.75,1.07,8.3,219,50%,5%,12.3%
Galio,3,1,2,33.3%,1,3.67,7.67,2.36,48.67,1.49,7.6,234,83.9%,9.7%,12.9%
Rell,2,2,0,100%,0.5,1.5,6,4.33,40,1.42,6.9,246,59.1%,4.5%,12.6%
Seraphine,2,2,0,100%,1,2,15.5,8.25,23.5,0.83,8.1,288,82.5%,5%,14.7%
Maokai,1,1,0,100%,0,0,6,6,36,1.24,6.9,239,54.5%,0%,11.9%
Nautilus,1,1,0,100%,0,6,11,1.83,56,1.36,9.9,240,64.7%,0%,12.3%
Thresh,1,1,0,100%,0,3,6,2,57,1.54,8.8,239,46.2%,0%,12.2%
