,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lee Sin,7,7,0,100%,3.14,1.43,7.71,7.6,167.43,5.48,10.5,345,72.4%,21%,18.7%
Jarvan IV,4,3,1,75%,0.5,3.5,13.25,3.93,156,4.67,9.9,296,87.3%,3.2%,16.8%
Elise,3,1,2,33.3%,2,2.67,2.67,1.75,177,4.98,10.5,296,63.6%,27.3%,18%
Olaf,2,0,2,0%,1.5,5.5,3,0.82,156.5,4.63,9.4,278,64.3%,21.4%,17.8%
Gragas,1,0,1,0%,2,8,3,0.63,152,4.24,10,280,71.4%,28.6%,17.7%
Kindred,1,0,1,0%,4,6,3,1.17,214,5.58,12.2,318,58.3%,33.3%,19.9%
