,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Thresh,2,2,0,100%,1,1.5,10,7.33,33.5,0.89,9.2,246,68.8%,6.3%,13%
Bard,1,1,0,100%,1,0,17,18,50,1.43,9.8,280,90%,5%,14.2%
Braum,1,1,0,100%,1,1,13,14,36,1.23,7.4,253,87.5%,6.3%,13.5%
Karma,1,1,0,100%,0,2,10,5,26,0.86,7.3,241,76.9%,0%,12.3%
Sett,1,1,0,100%,0,0,6,6,201,6.58,9.9,323,40%,0%,16.1%
Maokai,1,0,1,0%,0,2,0,0,261,7.41,10.7,305,0%,0%,19%
