,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Braum,2,1,1,50%,0,4.5,6,1.33,42.5,1.37,-,-,70.6%,0%,-
Thresh,2,1,1,50%,0,3.5,9.5,2.71,51.5,1.6,7.3,228,76%,0%,12.6%
Nautilus,1,1,0,100%,0,3,10,3.33,35,1.12,-,-,62.5%,0%,-
Leona,1,0,1,0%,0,6,1,0.17,34,1.34,4.9,195,33.3%,0%,13.1%
Pyke,1,0,1,0%,1,2,0,0.5,49,1.3,8.3,221,20%,20%,13.2%
Sett,1,0,1,0%,0,7,3,0.43,46,1.45,6.4,202,42.9%,0%,12.4%
