,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Rakan,8,5,3,62.5%,0.25,1.63,10.25,6.46,40.13,1.07,8.5,228,70.6%,1.7%,12.9%
Blitzcrank,4,2,2,50%,1.25,2.25,6.75,3.56,29.25,0.95,7.1,232,58.2%,9.1%,12.9%
Braum,2,1,1,50%,0.5,1.5,8.5,6,43,1.25,8.1,237,81.8%,4.5%,12.9%
Pyke,2,1,1,50%,1.5,1.5,4,3.67,55,1.8,8.3,272,52.4%,14.3%,14.6%
Thresh,1,1,0,100%,0,1,9,9,36,1.34,6.7,248,90%,0%,12.6%
Alistar,1,0,1,0%,0,5,2,0.4,29,0.94,5.7,184,33.3%,0%,12%
Nautilus,1,0,1,0%,1,3,9,3.33,37,0.94,8.2,207,66.7%,6.7%,12.7%
