,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Rakan,8,6,2,75%,1.13,4,9.5,2.66,16,0.45,9.1,257,65.9%,7%,13.3%
Pyke,4,3,1,75%,3,4.75,6.75,2.05,81.5,2.69,9.9,325,50%,15.4%,15.5%
Yuumi,2,2,0,100%,2,2.5,16,7.2,30.5,0.94,10.2,313,87.8%,9.8%,15.8%
Tahm Kench,2,1,1,50%,1.5,4.5,5,1.44,51.5,2.01,6.8,267,56.5%,13%,14.7%
Thresh,1,1,0,100%,1,1,11,12,6,0.19,8,258,80%,6.7%,13%
Zilean,1,1,0,100%,6,5,24,6,106,3.34,11.1,351,73.2%,14.6%,16.8%
