,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Corki,4,4,0,100%,3.75,0.5,6,19.5,343,10.12,15.7,465,70.9%,27.3%,24.6%
Akali,1,1,0,100%,5,3,6,3.67,308,8.81,15.5,443,55%,25%,22.5%
Azir,1,1,0,100%,3,1,9,12,242,8.18,12.5,424,57.1%,14.3%,20.9%
Rumble,1,0,1,0%,1,1,2,3,361,10.26,13.7,388,100%,33.3%,24.2%
