,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Rek'Sai,5,2,3,40%,3.6,2,5.8,4.7,155.8,5.13,10.6,351,66.2%,25.4%,18.5%
Karthus,3,3,0,100%,4.67,1.67,7.33,7.2,226.33,6.79,13.6,406,78.3%,30.4%,20.7%
Jarvan IV,2,2,0,100%,2.5,1.5,10.5,8.67,178.5,5.26,12.1,357,66.7%,12.8%,17.8%
Kindred,1,0,1,0%,0,2,4,2,231,7.17,10.6,330,44.4%,0%,20.8%
