,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,4,1,3,25%,2,3.5,1.5,1,240.5,6.99,11.3,329,35.9%,20.5%,20.2%
Jayce,1,1,0,100%,9,2,3,6,288,7.54,16.3,426,70.6%,52.9%,24.2%
