,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,5,5,0,100%,4.8,1.2,5.6,8.67,330.6,10.19,15.3,471,67.5%,31.2%,25%
Kalista,4,3,1,75%,3.75,1,5.25,9,323.5,10.13,14.3,448,64.3%,26.8%,24.2%
Aphelios,4,2,2,50%,4,2,4.25,4.13,374.75,10.24,15.9,435,67.3%,32.7%,25%
Ashe,3,2,1,66.7%,3.33,1.67,5,5,302,10.34,13,444,56.8%,22.7%,23.7%
Caitlyn,1,1,0,100%,3,0,5,8,222,9.42,10.8,458,44.4%,16.7%,22.5%
Miss Fortune,1,1,0,100%,7,2,5,6,471,11.41,20.4,495,80%,46.7%,27.4%
Senna,1,1,0,100%,11,3,16,9,277,7.62,17,468,84.4%,34.4%,23.6%
Sivir,1,1,0,100%,4,1,4,8,367,9.89,16.4,441,61.5%,30.8%,24.5%
Ziggs,1,1,0,100%,2,0,4,6,360,9.84,15.2,414,75%,25%,23.6%
