,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Sejuani,5,2,3,40%,2,3,10.4,4.13,172.6,4.81,11.6,323,82.7%,13.3%,17.9%
Jarvan IV,4,2,2,50%,1.75,3,9.25,3.67,134.25,4.53,9.1,309,84.6%,13.5%,17.5%
Kindred,3,2,1,66.7%,3.33,2.67,5.33,3.25,165.33,5.66,10.6,364,72.2%,27.8%,19.7%
Lee Sin,3,2,1,66.7%,1.67,3.33,8.33,3,160.33,5.1,10.6,336,62.5%,10.4%,17.8%
Olaf,1,1,0,100%,6,2,8,7,169,4.87,12.7,367,87.5%,37.5%,20.9%
Gragas,1,0,1,0%,2,6,4,1,127,3.86,8.6,263,50%,16.7%,16.5%
Sylas,1,0,1,0%,2,3,7,3,180,5.18,12,346,81.8%,18.2%,19.3%
