,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kai'Sa,7,4,3,57.1%,5.14,2,4.29,4.71,343.71,9.93,16.4,474,66%,36%,25.2%
Vayne,2,1,1,50%,2.5,2,4,3.25,272,9.04,12.5,414,68.4%,26.3%,23.2%
Jinx,1,1,0,100%,6,2,4,5,261,10.9,14.6,610,66.7%,40%,28.6%
Garen,1,0,1,0%,0,3,2,0.67,205,6.49,9.1,289,28.6%,0%,17.3%
