,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,3,2,1,66.7%,4.33,1.67,3.33,4.6,277,8.82,13.8,439,74.2%,41.9%,24.5%
Kai'Sa,2,1,1,50%,6,0.5,6,24,390.5,9.76,18.1,452,82.8%,41.4%,25%
Kalista,2,1,1,50%,4.5,3,8.5,4.33,292,8.2,14.1,396,76.5%,26.5%,22.3%
Varus,2,0,2,0%,0.5,5.5,2.5,0.55,216.5,7.89,9.1,331,66.7%,11.1%,21.4%
Lucian,1,0,1,0%,1,4,3,1,259,8.45,10.3,335,100%,25%,20.5%
Viktor,1,0,1,0%,1,7,5,0.86,184,6.27,11,376,75%,12.5%,22.1%
