,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Nautilus,10,8,2,80%,0.7,3.1,10.9,3.74,56.8,1.82,8.4,269,68.6%,4.1%,13.9%
Blitzcrank,2,1,1,50%,0.5,3,9.5,3.33,6,0.24,6.6,258,54.1%,2.7%,12.9%
Rakan,2,1,1,50%,0.5,2,8,4.25,8.5,0.31,6.7,241,73.9%,4.3%,14%
Tahm Kench,2,1,1,50%,0,0.5,7.5,15,109,4.06,8.5,316,68.2%,0%,16.1%
Karma,1,1,0,100%,0,0,13,13,7,0.31,6.8,300,100%,0%,15%
