,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aphelios,7,4,3,57.1%,2.14,1.71,2.57,2.75,326.43,9.55,14.4,421,53.2%,24.2%,24.6%
Varus,5,2,3,40%,3,0.8,4,8.75,344.2,9.55,14.7,408,71.4%,30.6%,25.1%
Miss Fortune,2,1,1,50%,1,1,5,6,316.5,10.5,12.9,428,75%,12.5%,25.3%
Senna,2,0,2,0%,2.5,1,1,3.5,279,8.57,12.4,382,70%,50%,25%
Kai'Sa,1,1,0,100%,2,1,8,10,255,9.46,11,407,66.7%,13.3%,22.4%
Kalista,1,1,0,100%,3,0,3,6,306,9.69,13.8,436,75%,37.5%,23.8%
Ezreal,1,0,1,0%,1,5,3,0.8,283,9.15,11.5,372,57.1%,14.3%,23%
