,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lillia,1,1,0,100%,8,4,15,5.75,168,5.88,12.6,440,69.7%,24.2%,19.7%
Olaf,1,1,0,100%,4,1,7,11,220,7.09,12.2,393,57.9%,21.1%,19.7%
Taliyah,1,1,0,100%,7,1,10,17,253,5.92,16.4,383,85%,35%,20.8%
Gragas,1,0,1,0%,0,4,4,1,94,3.94,5.7,238,40%,0%,14.4%
Graves,1,0,1,0%,3,2,3,3,214,6.05,11.8,335,54.5%,27.3%,18.9%
