,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Xayah,4,2,2,50%,6,2,3.25,4.63,373.75,11.1,16.3,485,69.8%,45.3%,27.3%
Kai'Sa,1,1,0,100%,9,1,7,16,460,9.73,23.8,503,94.1%,52.9%,28.3%
Miss Fortune,1,0,1,0%,1,4,2,0.75,406,10.94,15.1,406,60%,20%,26.3%
Varus,1,0,1,0%,4,4,0,1,412,11.99,15.6,455,57.1%,57.1%,27.4%
