,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kalista,1,1,0,100%,4,1,10,14,263,10.3,12.3,481,73.7%,21.1%,22.3%
Caitlyn,1,0,1,0%,2,2,0,1,304,10.46,12.1,417,66.7%,66.7%,26.2%
Senna,1,0,1,0%,2,2,3,2.5,285,8.02,12.1,341,100%,40%,22.7%
