,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jayce,2,1,1,50%,5.5,2.5,10,6.2,268,8.64,14.4,464,72.1%,25.6%,25%
Aatrox,1,0,1,0%,4,3,9,4.33,260,7.77,13.1,392,54.2%,16.7%,21.8%
Renekton,1,0,1,0%,3,3,3,2,250,8.35,11.9,398,66.7%,33.3%,23.9%
