,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Taric,4,4,0,100%,0.75,2.5,15.75,6.6,29.75,0.88,8.6,256,71.7%,3.3%,13.4%
Thresh,2,2,0,100%,2,2.5,15,6.8,27.5,1.08,7.6,298,77.3%,9.1%,14.4%
Bard,2,1,1,50%,2,1,9.5,11.5,44.5,1.56,7.8,273,67.6%,11.8%,14.8%
Galio,1,1,0,100%,0,3,14,4.67,38,1.28,7.3,248,63.6%,0%,12.5%
Shen,1,1,0,100%,0,1,8,8,33,1.11,7.7,259,36.4%,0%,12.5%
