,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,5,3,2,60%,2.4,2.4,9,4.75,148.2,4.45,10.4,311,81.4%,17.1%,17.7%
Lee Sin,4,1,3,25%,1,4,5,1.5,182,4.83,10.6,282,63.2%,10.5%,17.8%
Trundle,2,2,0,100%,0.5,0.5,5,11,167.5,4.63,10.6,293,55%,5%,17.5%
Zac,2,2,0,100%,2.5,1,7.5,10,131,4.98,8.9,338,66.7%,16.7%,18.1%
Gragas,2,1,1,50%,2.5,2.5,6.5,3.6,162,4.92,10.2,309,66.7%,18.5%,18%
Sejuani,2,0,2,0%,1,3.5,5,1.71,188,5.03,10.2,273,75%,12.5%,17.3%
Olaf,1,1,0,100%,7,1,9,16,146,4.75,11.7,379,76.2%,33.3%,18.3%
