,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Volibear,4,3,1,75%,1.75,2.75,6.75,3.09,172,4.5,11.3,295,68%,14%,16.8%
Lee Sin,4,2,2,50%,3,3.25,8.75,3.62,197.75,5.41,12,328,87%,22.2%,18.8%
Sett,3,3,0,100%,2.33,1.33,8,7.75,171.33,5.33,10.8,337,70.5%,15.9%,17.5%
Trundle,2,1,1,50%,1.5,1,5.5,7,146.5,4.56,9.6,297,66.7%,14.3%,16.4%
Graves,1,1,0,100%,0,5,3,0.6,265,6.36,14,336,37.5%,0%,18.6%
Jarvan IV,1,1,0,100%,0,2,13,6.5,183,5.15,11.2,316,86.7%,0%,17.2%
Kindred,1,1,0,100%,3,0,7,10,186,5.81,11,342,62.5%,18.8%,18.3%
Kayn,1,0,1,0%,1,3,0,0.33,125,4.98,7.2,287,50%,50%,19.7%
Olaf,1,0,1,0%,2,3,2,1.33,163,4.98,9.4,288,100%,50%,19.4%
