,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Thresh,3,3,0,100%,1,2.67,11,4.5,7,0.23,8.1,263,70.6%,5.9%,13.4%
Taric,2,2,0,100%,2,1,14.5,16.5,93,2.51,11.2,302,94.3%,11.4%,16%
Rakan,1,1,0,100%,0,1,8,8,16,0.63,7.6,297,100%,0%,15.4%
Nautilus,1,0,1,0%,2,4,7,2.25,46,1.8,6.7,261,69.2%,15.4%,15.3%
