,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Miss Fortune,5,4,1,80%,5,1.2,6.6,9.67,423.2,10.78,19.1,486,70.7%,30.5%,26.8%
Aphelios,3,2,1,66.7%,1,1.33,2.67,2.75,321.33,10.05,13.3,416,39.3%,10.7%,24.3%
Ezreal,3,2,1,66.7%,4,1.67,7,6.6,296.33,8.75,13.9,410,78.6%,28.6%,24.3%
Senna,3,2,1,66.7%,3.67,0.67,5.33,13.5,310,7.03,17.8,403,77.1%,31.4%,24%
Kai'Sa,2,1,1,50%,8.5,1.5,5.5,9.33,247.5,9.11,13,479,77.8%,47.2%,27.4%
Xayah,2,0,2,0%,1,4.5,3,0.89,325.5,9.41,13.1,378,61.5%,15.4%,25%
