,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Sejuani,7,6,1,85.7%,3,2.29,8.57,5.06,139.14,4.42,9.8,311,68.1%,17.6%,16.8%
Jarvan IV,2,1,1,50%,1,2.5,8.5,3.8,128.5,4.57,8.6,306,90.5%,9.5%,16.6%
Gragas,1,1,0,100%,2,2,10,6,152,4.39,10.5,303,75%,12.5%,16.3%
Ivern,1,1,0,100%,0,1,3,3,134,4.49,8.7,290,60%,0%,16.7%
Pantheon,1,1,0,100%,5,4,9,3.5,180,5.08,12.1,341,63.6%,22.7%,19.3%
Skarner,1,1,0,100%,2,0,4,6,113,4.23,8.2,307,85.7%,28.6%,16.7%
Trundle,1,1,0,100%,0,3,9,3,154,4.14,10.2,275,75%,0%,15.6%
