,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Karma,2,0,2,0%,0,1.5,4.5,3,186.5,6.62,8.4,297,52.9%,0%,18.8%
Gnar,1,0,1,0%,2,3,4,2,239,7.35,11.6,357,50%,16.7%,19.9%
